7975:3,239,302,395,709,726,837,1567,2024,2868
7976:17,414,17456,24075,28679,29146,35839,44501,61574,65220
7977:3,239,302,395,546,591,726,837,1567,2868
7981:8,17,29,58,76,84,302,616,654,866
7990:17,94,165,1065,1382,1881,1951,2268,3250,3288
8002:17,1003,1340,1875,2028,2345,4421,4856,14955,16036
8008:8,17,29,58,76,84,302,616,654,866
8009:17,66,591,690,861,1239,1424,11459,13523,15583
8023:17,48,353,354,861,899,1119,1187,1382,2200
8032:17,94,179,901,1126,1382,1790,3250,3288,3841
8036:40,45,168,301,353,429,719,947,1069,2162
8054:17,116,481,873,931,2139,2583,3599,4880,7048
8065:32,58,76,138,239,289,554,736,861,1550
8068:17,538,5053,5962,7450,8476,11358,16886,21442,28945
8069:3,239,302,395,546,726,837,1372,1567,2868
8081:3,239,302,431,726,873,1832,2618,3323,3730
8090:48,76,84,94,508,899,901,1023,1119,1187
8097:17,1165,1359,1598,2048,4268,4275,4958,6210,6243
8103:17,1701,3836,3890,5184,6979,7508,8781,13392,16145
8104:8,17,29,58,76,84,302,616,654,866
8130:17,1102,1534,1762,1820,2570,2698,3521,5421,8095
8134:17,138,224,226,301,361,518,650,866,899
8137:15,29,58,70,101,138,289,564,861,1023
8141:17,367,962,974,2816,5794,7235,10466,12332,14152
8144:17,93,2833,7235,8995,11255,12223,15949,34397,34589
8150:8,17,29,65,101,138,289,302,554,861
8159:17,246,302,358,1152,1287,1521,2024,2429,3304
8161:8,17,138,224,226,301,361,518,650,866
8163:17,254,546,4068,4932,5022,5363,5729,7194,13420
8184:8,17,29,58,76,84,302,616,654,866
8186:29,58,101,119,239,356,554,654,749,3234
8200:3,22,239,302,395,726,837,1499,1567,2868
8206:17,336,3145,5779,9462,11468,12145,16047,21552,58005
8217:17,29,302,495,591,749,861,866,1476,3234
8224:17,58,84,289,354,787,901,1023,1109,1462
8225:17,774,6423,7817,8871,9217,9490,10046,25783,33639
8227:8,17,29,58,76,84,302,616,654,866
8229:8,17,58,289,294,394,554,1804,3730,4174
8245:8,17,76,138,224,226,301,518,650,866
8263:8,17,29,58,76,84,302,616,654,866
8264:17,179,834,901,1023,1126,3841,4187,5857,7006
8270:8,17,54,1109,1435,1551,2166,3789,3855,4542
8276:3,17,76,749,901,1023,1126,1476,1499,3234
8285:8,17,29,58,76,84,302,616,654,866
8286:17,1887,2514,4541,5299,20409,37478,41836,43013,44648
8287:17,1164,1677,2008,2139,3308,4425,5860,6733,15337
8290:17,29,116,302,495,692,1476,3234,4025,16288
8310:8,1073,1104,4341,4918,5372,13167,28194,33230,37089
8314:40,45,301,378,409,669,698,947,1119,2139
8325:17,29,302,495,692,749,3234,4025,14617,16288
8326:3,239,254,302,394,395,656,726,1790,2868
8334:8,17,29,58,76,84,302,616,654,866
8336:17,138,224,226,301,361,518,650,866,899
8343:3,94,239,302,431,508,726,931,1550,3250
8347:29,76,101,239,289,616,749,861,1804,3234
8352:17,94,245,356,429,431,873,931,1382,3250
8368:15,17,94,101,289,508,554,1382,1804,4174
8380:17,431,481,760,873,931,2583,3184,7048,14754
8396:17,58,97,101,289,302,554,891,1102,1239
8401:3,239,302,495,654,692,726,749,1476,3234
8406:17,29,58,101,119,289,364,378,1102,3234
8411:3,76,239,302,395,654,726,837,1567,2868
8413:8,17,29,58,76,84,302,616,654,866
8435:8,17,29,58,76,84,302,616,654,866
8449:17,1206,1744,2194,3484,7630,7859,10687,23191,27322
8450:8,17,29,58,76,84,302,616,654,866
8476:8,17,29,58,76,84,302,616,654,866
8477:17,22,189,736,3172,3599,3976,4487,5117,11861
8491:70,81,224,226,262,301,669,787,873,1119
8499:17,179,431,901,931,1002,1023,1126,2583,3841
8500:17,2379,4455,5935,16685,18639,20462,28464,42159,68278
8510:17,147,493,578,813,1822,2428,2535,6868,7477
8513:17,48,119,431,899,931,999,1119,1187,2139
8517:8,17,29,58,76,84,302,616,654,866
8530:15,17,301,302,654,749,1023,1126,1476,3234
8531:179,239,302,449,999,1023,1462,1499,1832,2618
8534:17,398,2447,3180,3829,4126,4941,11641,16155,24211
8536:17,470,1057,3505,4008,4816,8151,8579,9598,11535
8537:17,147,493,578,1568,1822,2428,2535,7059,7477
8552:8,17,29,58,76,84,302,616,654,866
8569:17,1206,1527,3915,4568,4825,5000,5320,8514,10041
8578:40,500,875,1069,1131,1539,1957,2162,2275,2703
8581:17,236,493,578,755,776,813,2428,7059,14750
8582:8,15,101,289,358,554,1102,1462,1550,3234
8600:17,76,302,616,654,4205,7045,8191,9152,15764
8603:8,17,29,58,76,84,302,616,654,866
8635:8,17,29,58,76,84,302,616,654,866
8636:17,22,179,1023,1126,1499,1832,2618,3841,4187
8637:8,17,29,58,76,84,302,616,654,866
8644:17,66,86,568,690,1089,1239,1332,3017,5514
8651:3,239,302,431,472,496,726,873,931,1119
8660:17,32,58,70,76,101,138,162,508,899
8670:40,70,81,226,262,780,873,986,1535,2162
8681:32,84,94,101,239,289,302,508,554,1109
8692:17,353,654,673,1200,1468,2268,3162,3730,5553
8711:8,17,29,58,76,84,302,616,654,866
8717:8,17,29,58,76,84,302,616,654,866
8718:17,179,834,1023,1126,1555,2548,3841,4187,7006
8719:3,29,239,495,500,654,749,1164,1476,3234
8735:17,29,162,239,289,302,322,654,1102,1499
8736:17,686,4194,5630,6127,6491,11671,18239,32616,38545
8746:3,65,239,302,394,1344,1462,1499,1790,1832
8747:3,239,302,395,726,837,1567,2868,3855,4542
8755:8,17,138,224,226,301,518,650,736,866
8760:17,294,1001,1217,1930,2151,2185,3429,5239,6353
8765:8,17,29,58,76,84,302,616,654,866
8768:17,357,535,1164,1544,2008,2068,2139,4880,4919
8771:17,30,65,591,861,999,1231,1362,1762,5575
8774:17,48,58,138,508,656,1102,1109,1119,1382
8782:17,138,224,226,301,361,518,650,866,899
8788:29,58,76,97,101,239,554,861,891,3234
8789:17,94,165,1065,1382,1881,3093,3250,3288,13838
8790:17,398,502,675,4628,5107,6575,7514,16508,17581
8802:3,101,239,289,302,483,554,1762,1804,4174
8810:17,179,431,873,901,1023,1126,2583,3841,4187
8812:17,342,687,986,2204,2379,2531,2967,7585,9453
8822:40,375,535,875,1069,1930,2162,2275,2703,6503
8825:58,238,239,289,302,356,654,901,1023,1126
8844:17,76,302,616,654,2121,4205,7045,8191,15764
8850:8,17,138,224,226,301,361,518,650,866
8852:17,1218,1307,6263,13178,17513,39703,63683,72508,87096
8862:17,76,302,646,654,2484,6242,8273,16084,51043
8863:58,101,239,302,554,654,861,901,1023,1126
8868:17,431,481,571,931,1102,1762,2416,2583,7048
8870:17,29,495,692,749,1476,1762,3234,3730,5553
8872:17,65,179,354,510,861,901,1023,1287,3841
8877:17,32,94,96,294,431,510,931,999,2200
8889:17,176,431,481,931,1551,1790,2583,3789,7048
8890:17,76,302,654,5859,7806,11506,21593,23492,36526
8900:3,239,302,395,726,837,1403,1567,2361,2868
8906:17,302,394,873,901,1023,1126,1405,2618,3234
8912:17,1218,5859,7806,11506,13022,13178,21593,23492,36526
8913:8,262,1119,2548,5111,10230,10232,10997,14793,15772
8915:17,65,119,138,378,861,931,1102,2139,3233
8916:17,237,1407,2014,2149,2979,12427,19405,36085,44495
8920:17,2157,6433,7072,10071,10712,40537,74663,91561,102149
8924:17,179,357,1023,1126,1410,2326,3841,4187,4919
8931:58,114,131,239,289,301,302,554,901,1196
8935:3,239,302,356,395,431,726,754,2583,2868
8936:8,17,138,224,226,301,361,518,650,866
8958:3,119,194,239,302,395,726,1009,1140,2868
8984:40,70,81,226,262,301,669,873,947,986
9000:17,32,94,96,431,508,554,931,1102,1382
9001:8,17,58,76,302,616,654,4797,15627,37507
9013:17,28,285,1133,3062,3638,5991,10349,14779,30461
9024:17,22,278,354,470,650,1044,1212,2430,4816
9079:17,217,381,1501,3516,4702,6836,7516,38257,41385
9085:17,29,48,496,749,899,901,1119,1126,3234
9096:17,378,1206,1267,1455,2068,3915,5184,5254,5545
9098:17,985,1086,1558,2345,2526,2614,3753,14761,15676
9106:3,239,302,395,726,837,1567,2361,2868,5025
9111:29,32,62,239,302,356,654,873,931,1109
9122:17,861,1424,2060,3158,3162,3730,5553,11459,15583
9128:29,58,94,103,239,356,508,654,1109,1382
9135:17,238,302,654,749,873,931,1462,2618,3234
9141:17,1206,2694,6601,7859,7880,10687,11725,14401,22705
9152:48,119,239,302,402,508,899,1119,1187,1382
9155:17,153,591,861,1424,4268,4958,6210,11459,15583
9157:8,40,45,262,378,409,669,931,947,1119
9158:17,1164,2139,3717,4880,5812,6916,17403,20279,21696
9159:17,294,353,394,1598,1930,2185,2268,3429,6353
9160:8,40,262,431,875,1069,1119,1276,2162,2703
9161:17,760,877,1013,1124,1400,2153,7711,10020,14754
9171:3,29,65,119,239,495,654,749,1476,3234
9173:3,138,239,302,395,449,521,726,1567,2868
9200:17,3505,4008,4765,4816,9059,9598,11535,12915,16366
9224:17,176,226,1066,1435,1449,1790,3789,6455,8011
9225:17,311,546,678,1077,2021,3256,3704,5975,10071
9233:8,17,29,58,76,84,302,616,654,866
9236:17,96,209,827,855,1109,1205,1744,3977,6243
9237:29,65,76,101,239,289,301,483,1140,3234
9238:3,239,302,395,726,837,1344,1567,2868,4919
9245:15,17,29,239,302,1362,1476,1866,2868,5542
9249:8,17,29,58,76,84,302,616,654,866
9256:3,116,239,302,395,726,1102,1762,2868,4542
9276:17,120,4589,4797,7126,15627,30413,32200,53543,68162
9288:3,239,302,395,726,1287,2200,2429,2868,3304
9290:94,224,226,262,301,409,787,873,947,1119
9291:48,239,302,402,616,787,899,1119,1187,2030
9310:17,58,73,101,289,530,1804,2469,4174,5575
9312:3,29,239,302,495,654,726,749,1476,3234
9313:17,65,776,787,889,2121,2743,2829,4205,6793
9331:40,224,262,301,669,873,901,931,947,1410
9333:8,17,29,58,76,84,302,616,654,866
9350:17,106,303,380,449,521,1622,2163,4048,5581
9357:8,40,262,431,875,1069,1119,1276,2162,2703
9359:3,48,58,239,302,496,554,1119,1187,1804
9364:17,508,1065,1205,1344,1382,2168,3250,3288,4919
9368:8,17,29,58,76,84,302,616,654,866
9369:17,431,481,571,931,2103,2583,6916,7048,8860
9371:3,58,101,239,302,496,554,1119,1499,1804
9381:8,17,29,58,76,84,302,616,654,866
9389:8,17,29,58,76,84,302,616,654,866
9394:3,29,65,239,495,654,736,749,1476,3234
9400:17,58,101,138,236,238,289,813,861,1804
9402:40,224,262,301,669,873,901,931,947,1410
9420:3,239,302,395,726,837,1180,1326,1567,2868
9431:17,179,901,1023,1126,2085,3527,3841,4187,7006
9432:17,858,1542,1762,2570,2683,5421,7178,8288,15006
9433:8,17,138,224,226,301,361,518,650,866
9437:17,66,690,1239,2897,4592,4685,6599,7800,13704
9442:17,9121,28926,32593,34587,38676,46823,47872,57259,75480
9443:29,58,239,302,394,554,654,656,861,1119
9451:3,48,239,302,496,726,899,1187,3730,4268
9473:17,760,1124,2153,2694,7180,10020,14754,15886,22705
9474:40,500,875,1069,1131,1539,1957,2162,2275,2703
9486:94,224,226,262,301,669,787,873,947,1119
9487:17,138,294,394,449,483,690,1239,1499,1790
9489:17,29,495,692,749,787,888,1476,1550,3234
9494:17,94,508,678,1065,1205,1382,1410,3250,3288
9498:8,17,29,58,76,84,302,616,654,866
9499:8,17,29,58,76,84,302,616,654,866
9500:17,302,654,5022,5729,10295,10749,13931,14871,29221
9507:17,176,211,1435,1551,1951,2268,2937,3789,6855
9514:8,40,262,431,875,1069,1119,1276,2162,2703
9525:17,58,289,301,394,518,554,931,1119,1187
9528:17,353,375,542,559,1418,1951,2115,4697,4967
9531:8,17,70,81,138,224,226,518,650,866
9535:17,124,378,1600,3864,3915,5022,5729,8167,10295
9538:17,58,162,483,554,591,656,690,861,4174
9541:8,17,29,58,76,84,302,616,654,866
9553:8,17,29,58,76,84,302,616,654,866
9568:17,311,1547,7622,8759,11737,18602,19378,21479,27593
9570:17,1287,1521,2200,2429,2447,3274,3304,3829,4126
9571:8,17,29,58,76,84,302,616,654,866
9573:4,17,538,5962,6606,7450,10305,11358,16886,21442
9576:8,17,29,58,76,84,302,616,654,866
9580:17,1231,1558,2467,3158,4210,4288,5303,5575,7243
9590:17,58,245,289,361,402,554,1109,1382,2139
9593:3,239,302,395,726,837,1342,1348,1567,2868
9606:17,119,189,736,1589,2068,3484,4249,6379,6527
9612:58,101,162,289,302,322,554,873,1023,1102
9613:17,294,394,486,1001,1152,2200,2429,3304,3429
9614:40,70,81,226,262,780,873,986,1535,2162
9630:17,94,508,984,1065,1382,2153,3250,3288,3599
9665:17,29,84,96,378,749,861,1109,1476,3234
9666:8,17,29,58,76,84,302,616,654,866
9668:17,45,86,189,356,3017,4173,4497,5514,9289
9680:17,179,194,834,901,1023,1126,1140,3841,4187
9685:8,17,29,58,76,84,302,616,654,866
9693:17,294,375,394,1001,1825,2338,2626,3429,4967
9694:17,94,508,1002,1065,1382,1832,1881,2618,3250
9696:17,138,224,226,301,361,518,650,866,899
9711:8,17,29,58,76,84,302,616,654,866
9722:17,61,116,431,873,931,1287,1410,2429,4542
9727:17,76,302,616,654,776,6766,10075,12379,20850
9742:17,1348,5724,7003,12100,14591,25764,46265,59777,87195
9745:17,32,58,84,101,289,361,554,654,861
9752:94,224,226,262,301,669,787,873,947,1119
9753:15,17,472,496,594,812,1119,3046,4420,12133
9755:17,29,66,495,690,692,749,1476,3234,4025
9757:8,17,29,58,76,84,302,616,654,866
9786:3,32,48,96,239,302,496,1119,1187,1410
9808:17,361,402,3223,4068,6632,9691,13449,26411,37189
9810:224,1122,1406,5253,9448,15937,23398,30223,33683,33720
9812:3,48,239,302,472,496,726,899,1187,3730
9813:17,65,388,633,678,1152,1287,2429,3304,6793
9818:8,17,29,58,76,84,302,616,654,866
9820:17,76,302,422,616,654,10526,12061,23676,42414
9824:17,774,970,1524,1744,1827,2403,2696,2714,3207
9827:17,48,131,302,875,899,1089,1119,1187,2200
9831:17,574,1147,1400,2632,3211,7711,9417,11255,14593
9834:17,65,294,1001,1217,1930,2185,3429,6353,6793
9837:17,29,101,138,289,483,554,901,1023,3234
9839:17,32,209,543,855,1109,2379,3546,3680,5346
9840:8,17,29,58,76,84,302,616,654,866
9864:3,15,17,29,190,495,749,1405,1476,3234
9879:17,138,380,449,521,1510,1622,2163,4048,5581
9890:15,17,29,58,84,101,302,554,654,861
9891:3,29,239,495,654,726,749,1476,1762,3234
9892:8,17,29,58,76,84,302,616,654,866
9896:17,58,101,116,138,245,289,449,483,554
9899:3,239,302,395,546,726,837,1567,2361,2868
9900:17,48,101,289,508,554,899,1119,1187,1382
9911:8,17,29,58,76,84,302,616,654,866
9926:3,45,84,239,302,591,861,1239,1578,1762
9927:94,138,239,356,358,508,650,1102,1119,1382
9929:3,32,96,239,302,395,726,1109,1567,2868
9944:8,17,29,58,76,84,302,616,654,866
9945:17,95,559,2115,2246,4697,4907,4967,9580,9916
9946:8,17,138,224,226,301,361,518,650,866
9961:8,17,29,58,76,84,302,616,654,866
9984:17,138,224,226,301,361,518,650,866,899
10030:32,101,162,239,289,302,363,518,1140,2139
10040:17,3167,4119,7235,11834,13848,28755,29783,34397,46771
10050:17,2447,3180,3829,4126,4941,8209,11641,16155,24211
10051:8,17,29,58,76,84,302,616,654,866
10073:17,194,1140,1277,2062,4996,5266,7578,10012,10040
10078:8,17,29,58,76,84,302,616,654,866
10082:3,94,239,302,431,508,726,873,931,3250
10084:224,226,262,301,669,698,787,873,1119,2139
10086:8,17,29,58,76,84,302,616,654,866
10088:17,138,224,226,301,361,518,650,866,899
10090:17,138,224,226,301,361,518,650,866,899
10110:3,239,302,395,726,837,1567,2361,2868,4802
10111:17,119,179,402,736,901,1023,3841,4187,4697
10115:8,17,29,58,76,84,302,616,654,866
10117:17,58,76,211,302,616,654,2083,5715,42701
10130:17,179,834,901,1126,2085,3527,3841,4187,7006
10132:17,1152,1521,2200,2429,3274,14551,14590,20807,22281
10133:40,375,535,875,1069,1930,2162,2275,2703,6503
10136:8,17,29,58,84,302,616,654,866,9722
10140:17,29,302,495,692,749,1476,1561,4025,16288
10148:17,877,1124,1803,2153,5670,7180,10511,12218,14754
10155:17,58,103,289,356,554,1410,1804,4174,8213
10156:8,17,138,224,226,301,361,518,650,866
10194:3,239,302,395,726,837,999,1567,1762,2868
10196:3,239,302,395,726,1009,1344,2868,3730,4919
10200:8,17,29,58,76,84,302,616,654,866
10210:17,176,1066,1449,1551,3789,5184,5254,5545,6455
10233:94,224,226,262,301,500,669,787,873,1119
10235:17,176,1066,1435,1449,1551,1790,3309,6455,8011
10236:17,138,224,226,301,361,518,650,866,899
10237:17,58,94,101,554,1382,1762,1804,3250,4174
10249:8,17,29,58,76,84,302,616,654,866
10254:17,285,15452,18788,20859,21202,31783,45593,85605,86600
10267:29,76,101,239,289,554,1119,1187,2162,3234
10275:17,302,654,2617,6129,12781,14670,14729,22110,41595
10276:15,58,101,138,239,289,302,554,1140,1804
10279:17,45,343,1550,4173,6033,6130,15748,22726,35839
10302:3,76,239,285,486,495,749,1476,2030,3234
10303:40,225,301,669,875,947,1069,1276,2162,2703
10304:8,17,29,58,76,84,302,616,654,866
10306:17,29,32,94,101,289,508,554,654,1382
10313:17,497,827,1205,3233,3618,3824,3977,4991,5928
10317:3,239,302,395,726,837,1567,2361,2868,5025
10335:8,70,81,224,226,262,301,669,787,873
10339:15,29,58,101,239,289,483,554,654,1119
10342:17,30,73,101,119,356,554,891,1804,4174
10346:40,224,262,669,873,901,931,947,1410,2162
10359:3,239,285,302,495,654,726,749,1476,3234
10364:8,17,29,58,76,84,302,616,654,866
10366:29,58,162,239,354,361,654,861,1109,1550
10371:17,1139,3348,4425,4427,5398,5550,7153,11612,26985
10377:17,48,58,101,138,496,554,654,1119,1187
10378:40,45,168,301,353,429,719,947,1069,2162
10387:8,17,29,58,76,84,302,616,654,866
10388:17,32,94,96,354,568,901,1023,1126,1382
10392:8,17,29,58,76,84,302,616,654,866
10408:224,262,669,873,947,3370,6754,14793,33763,35218
10420:17,591,861,1424,1435,1551,1790,3789,11459,15583
10427:8,17,29,58,76,84,302,616,654,866
10439:29,76,84,101,239,289,554,749,861,3234
10445:17,431,481,571,873,1339,2583,4107,7048,21380
10454:17,1471,1885,7721,8150,9699,14554,19039,31015,64719
10471:17,30,58,101,554,891,1405,1762,1804,4174
10478:17,58,76,94,162,302,394,508,554,1382
10479:40,45,168,301,353,429,719,947,1069,2162
10480:17,58,73,101,530,554,591,861,1804,4174
10488:3,22,239,302,395,726,837,1499,1567,2868
10502:8,17,29,58,76,84,302,616,654,866
10513:17,124,642,2683,6582,6929,7178,7667,8288,11194
10523:17,176,1066,1449,1551,1790,1885,3789,6455,8011
10543:8,17,29,58,76,84,302,616,654,866
10554:8,17,29,58,76,84,302,616,654,866
10563:94,138,239,302,378,394,496,891,899,1119
10564:3,239,302,546,726,873,931,2583,2868,4542
10570:17,29,30,495,749,873,891,931,1476,3234
10573:94,224,226,262,301,669,787,873,947,1119
10580:17,41,107,1091,5484,5522,11861,17567,20312,45956
10636:3,101,236,239,289,302,554,726,1804,4174
10655:8,17,58,76,84,302,616,654,866,1499
10691:17,483,490,1021,1413,2172,3805,4181,4374,5542
10693:17,73,101,289,530,554,591,861,1804,4174
10698:17,162,179,194,591,861,901,1023,1126,1140
10707:8,17,29,58,76,84,302,616,654,866
10710:76,239,394,496,546,749,1119,1239,1499,2618
10726:8,94,224,226,262,301,669,787,873,1119
10747:40,45,168,301,353,429,719,947,1069,2162
10758:17,65,888,1606,2538,3292,4328,4499,6793,12066
10770:17,311,2021,2543,4218,6880,7622,9594,10981,13267
10779:8,17,29,58,76,84,302,616,654,866
10794:8,17,29,58,76,84,302,616,654,866
10801:17,138,224,226,301,361,518,650,866,899
10807:17,48,472,496,594,899,1119,1127,1187,1359
10820:17,114,4210,4288,5303,6729,7231,8678,10021,42803
10842:17,138,224,226,301,361,518,650,866,899
10843:3,17,302,395,726,873,931,1190,2583,2626
10844:17,138,224,226,518,650,866,1888,4740,18375
10845:8,17,29,58,76,84,302,616,654,866
10854:301,13566,13836,16689,16743,17908,23368,25184,32321,38499
10858:17,530,654,680,946,1089,2734,3028,3162,5553
10871:8,17,29,58,76,84,302,616,654,866
10892:17,1168,6759,11719,17164,17290,61631,63845,68217,83457
10905:8,17,29,58,76,84,302,616,654,866
10908:17,48,407,518,873,899,931,999,1119,1187
10913:17,2956,9497,12869,19405,20118,22926,29117,54167,57902
10920:58,65,101,302,358,518,554,616,654,861
10955:17,48,472,496,594,1050,1119,1187,1359,4268
10956:3,239,302,395,726,837,1567,2361,2868,5025
10968:8,17,29,58,76,84,302,616,654,866
10991:17,431,873,1164,1549,1551,1578,1790,2139,2583
10999:3,17,29,239,495,654,749,1239,1476,3234
11000:17,345,1453,3498,5078,5860,9548,10071,13007,37567
11022:3,239,302,395,518,726,837,1567,1970,2868
11034:17,29,162,749,861,1140,1462,1476,1832,3234
11037:17,311,1902,2021,4218,5178,6880,9435,11467,13312
11047:8,17,58,76,84,302,616,654,866,1359
11055:8,17,29,58,76,84,302,616,654,866
11099:17,29,97,302,495,749,1462,1476,2618,3234
11105:29,48,101,239,289,302,554,654,899,1187
11110:17,650,866,1164,1377,2008,2139,4727,9524,21696
11118:17,138,224,226,301,361,518,650,736,866
11132:17,189,6315,7630,9472,9524,12115,19697,22365,35625
11134:17,94,131,1065,1326,1382,1881,3250,3288,10071
11135:17,65,96,209,431,481,931,2583,6793,7048
11149:3,32,96,239,302,495,654,749,1476,3234
11150:17,138,224,226,301,361,518,650,866,899
11193:224,15393,17021,20893,20998,24881,25434,49767,55405,58225
11211:17,138,224,226,301,361,518,650,866,899
11222:17,104,1183,3630,4786,31638,33250,34240,43490,63043
11228:17,678,774,827,970,1145,1205,1410,1827,3977
11240:8,17,29,58,76,84,302,616,654,866
11259:8,17,29,58,76,84,302,616,654,866
11264:3,17,29,239,495,654,690,726,749,1476
11273:3,29,76,239,495,749,999,1476,1499,3234
11278:8,17,58,76,302,616,654,866,5702,15540
11279:40,94,226,301,669,787,873,931,947,1119
11280:8,17,29,58,76,84,302,616,654,866
11287:3,239,302,431,726,931,1102,1762,2583,2868
11332:8,40,262,431,875,1069,1119,1276,2162,2703
11360:8,17,29,58,76,84,302,616,654,866
11363:17,380,449,521,546,1622,2292,4048,5857,6491
11378:17,61,1009,1708,1776,1905,2597,3847,4171,5598
11388:8,17,29,58,76,84,302,616,654,866
11394:17,1606,1820,7041,8587,9876,12776,16191,18360,26483
11404:17,45,1091,1550,2876,4292,5022,5729,6849,11861
11414:8,17,29,58,76,84,302,616,654,866
11418:17,220,378,431,754,873,931,2583,3599,7048
11419:3,239,302,395,449,521,726,1567,2292,2868
11426:17,20783,20972,21816,24143,25915,30311,44937,52758,56874
11427:70,81,226,262,409,698,873,986,1119,2139
11428:17,54,2166,3855,4542,6485,7505,10127,23555,34752
11431:8,17,29,58,76,84,302,616,654,866
11437:17,535,1902,2548,5111,10230,10232,10997,15772,22533
11439:17,1003,1985,2545,8082,16517,23692,32969,71485,96520
11444:17,29,301,431,518,749,873,1476,3234,5567
11458:8,17,29,58,76,84,302,616,654,866
11462:17,65,429,431,481,873,931,2139,2583,4880
11463:29,58,76,94,101,239,289,508,861,1023
11484:17,221,4423,5157,5575,5604,7243,7841,8156,13523
11507:17,93,361,2064,4068,5022,5729,10295,10749,12223
11510:17,29,190,301,616,650,654,749,1476,3234
11511:8,17,29,58,76,84,302,616,654,866
11525:17,45,302,495,692,749,1476,1550,3234,4025
11529:3,17,29,239,301,302,495,654,749,1476
11535:3,45,239,302,431,726,873,2265,2583,2868
11537:8,17,138,224,226,301,361,518,650,866
11538:17,29,486,495,692,749,1476,2626,3234,3730
11540:94,224,226,262,301,669,787,873,947,1119
11552:3,239,302,395,726,837,1567,2361,2868,5025
11554:17,453,2509,7874,8583,10105,10687,11179,26531,51255
11558:17,131,179,431,787,873,901,1023,1126,3841
11569:15,29,32,76,289,508,554,616,1023,1382
11584:17,101,138,289,294,591,813,861,1804,1822
11586:17,119,363,493,578,813,1405,2018,3233,4210
11603:3,17,44,239,302,395,837,1567,2361,2868
11606:29,32,45,94,162,239,354,654,1109,1382
11614:8,17,29,58,76,84,302,616,654,866
11616:17,223,2228,2644,3231,4541,5026,5808,14857,20409
11651:3,17,239,302,395,726,837,1567,2361,2868
11657:8,17,29,58,76,84,302,616,654,866
11660:17,84,495,692,749,1476,1762,3234,3730,5553
11670:8,17,88,4753,5347,7029,9581,11677,39947,61772
11676:17,381,780,1200,2366,3014,3972,6836,7228,12471
11685:17,331,354,483,490,1044,1499,2172,4181,4374
11699:17,138,224,226,301,361,518,650,866,899
11700:3,138,239,302,395,449,521,726,1567,2868
11716:3,76,239,302,395,654,726,837,1567,2868
11719:17,22,103,211,364,378,1435,1499,1551,3789
11723:8,17,88,4753,5242,5567,5922,6281,8162,61772
11738:17,1102,1762,2570,5421,10996,14136,19529,26834,41190
11749:40,70,81,224,226,262,669,873,947,986
11775:17,138,179,449,787,901,1023,1126,1832,2618
11781:17,29,84,103,119,495,749,1476,3233,3234
11788:17,138,224,226,301,361,518,650,866,899
11795:17,30,94,508,891,1362,1382,1881,3250,8946
11799:8,17,29,58,76,84,302,616,654,866
11818:8,17,29,58,76,84,302,616,654,866
11825:8,17,29,58,76,84,302,616,654,866
11835:17,29,495,692,749,1444,1476,3234,3730,5553
11836:17,138,224,226,301,361,518,650,866,899
11838:17,431,571,873,931,1339,2583,4107,7048,21380
11839:8,17,29,58,76,84,302,616,654,866
11843:8,17,138,224,226,301,518,650,736,866
11844:8,17,29,58,76,84,302,616,654,866
11847:8,17,29,58,76,84,302,616,654,866
11851:40,45,168,301,353,429,719,947,1069,2162
11856:17,1776,4171,6304,6677,13918,16217,20881,30348,32166
11863:8,17,29,58,76,84,302,616,654,866
11864:8,17,29,58,76,84,302,616,654,866
11865:17,103,302,518,891,901,1023,1126,1410,1499
11883:40,94,226,301,669,787,873,931,947,1119
11884:70,81,224,226,262,301,669,873,947,986
11885:17,497,827,1205,1410,3977,4696,4991,14955,16036
11892:17,268,1149,4425,5398,5605,5633,11612,11762,17124
11893:17,179,449,521,834,1023,1126,3841,4187,7006
11896:17,254,1475,1631,1890,3326,4932,5022,5729,7194
11910:3,48,119,239,302,472,496,726,899,2868
11913:17,380,449,521,761,1510,1622,2163,4048,5581
11922:17,101,239,289,302,554,726,1804,2868,4174
11928:17,48,66,472,496,594,899,1187,1239,7800
11929:8,29,65,101,239,289,358,654,861,1023
11939:17,94,165,1065,1382,1881,3093,3250,3288,5689
11956:3,29,239,495,554,654,749,1476,1804,3234
11962:17,138,224,226,301,361,518,650,866,899
11968:17,58,76,302,431,481,616,654,873,2583
11972:17,4205,6481,7045,8191,9152,15764,23511,29440,30981
11979:8,17,29,58,76,84,302,616,654,866
11983:17,61,495,692,749,1435,1476,1551,1790,3234
11988:15,199,239,302,358,891,901,1023,1126,1196
11990:40,94,226,301,669,787,873,931,947,1119
11996:40,375,535,875,1069,1930,2162,2275,2703,6503
11999:17,497,827,1072,1205,1340,1410,1875,3977,4991
12008:17,58,73,101,289,483,554,1804,4174,4181
12010:17,94,508,710,754,1382,1881,3250,3288,4513
12011:17,138,380,521,1510,1622,2163,2700,4048,5581
12027:17,93,1726,3937,5160,8995,12223,17191,20405,42721
12028:101,239,289,554,654,749,861,1499,1535,3234
12037:17,32,101,162,289,302,554,654,1140,1462
12047:17,58,76,105,302,616,654,1164,2008,2139
12050:17,96,101,289,554,654,891,1109,1140,3234
12067:17,2528,3095,4093,4110,5775,9557,10302,17622,45287
12084:17,29,101,289,358,554,861,1109,1140,3234
12094:17,138,224,226,301,361,518,650,866,7235
12130:8,17,29,58,76,84,302,616,654,866
